Battery_Voltage,Battery_Current,Temperature,CPU_Load,Signal_Strength,Fuel_Level,Health
24.9963209507789,2.2959305018703375,32.01086944283389,70.54326947880082,74.31975269701556,51.49084162219537,Healthy
29.60571445127933,4.793306631648507,31.05362193967999,81.7013257472235,88.32593975799918,57.874852750001715,Warning
27.85595153449124,7.110620851134858,73.90654773386738,32.54211089132491,85.60965578740954,88.36379145617443,Critical
26.789267873576293,6.125574204866928,31.220502990217895,66.23866896462991,49.23399428162642,47.20035088479137,Critical
23.24814912353949,6.645928035030148,32.676732198361016,61.45713848293738,48.954968184488436,89.5719747849737,Critical
23.247956162689622,5.611483566975021,64.36088705716764,84.9547339109444,56.0904620646948,27.050754478135318,Warning
22.464668897345597,5.845935951624967,44.2330897592851,91.54783544331345,61.66448358046223,82.14387497669046,Critical
28.92940916619948,6.944369560957235,65.48618620208678,11.094109432964812,64.50733488450895,87.80381064437891,Critical
26.80892009394567,2.7476760620143015,19.24880024168504,70.66179271529134,80.78183301000071,34.5454122269871,Healthy
27.664580622368362,4.425974745501984,46.69212758876998,14.665221920775611,43.40082592995012,54.42772258977604,Critical
22.16467595436642,2.5484660927372156,17.184884011913372,59.39727985696203,42.08036225356398,33.23998197309245,Critical
29.759278817295954,7.913676055976529,19.072458224598044,35.88694561393104,63.51463377663454,76.52833031953742,Healthy
28.659541126403376,7.608415377806293,73.91843446738672,37.60989395699271,81.82982152827883,62.82782144493254,Critical
23.69871288542621,1.2759876795795413,24.050949122643686,41.76626531071209,51.60612057738896,70.82586773666569,Healthy
23.454599737656807,5.939026207609819,49.60734434788911,65.9163204144649,78.49026887537511,35.718957356496894,Healthy
23.46723607882747,7.4767382219096605,41.72121416904592,40.06449691018923,55.58968827641797,36.93966896419356,Healthy
24.433937943676302,2.2640274158913347,37.577316206824776,75.94291455312523,93.16516652881099,23.319786040792508,Healthy
26.198051453057904,4.975616613868406,73.48916746967271,46.40746470164827,93.741396655997,45.765402815658376,Critical
25.455560149136925,7.408418083116293,16.418520790406816,16.151788027896277,57.83723225687959,64.779572906694,Healthy
24.329833121584336,1.237621850100592,58.14632960141329,80.53838582356966,53.79962523779443,88.63479311978631,Warning
26.894823157779037,5.881941870727879,77.62063822388077,35.71824921334354,64.67823832397387,73.35419579669446,Critical
23.115950885216336,3.0814430516078555,51.410931925019725,48.949019163933635,54.431895110808924,54.83170587198011,Warning
24.337157188281743,7.470773367635712,75.89346003215097,71.68994948997114,80.34303059750222,96.24960915153102,Critical
24.930894746349534,7.797407716157574,18.396762153591546,39.92105414338408,89.56388107289713,77.53961604606656,Healthy
25.64855987373629,7.609865423794037,42.22156573982049,15.092709053204405,80.38552785467301,94.41321622900401,Healthy
28.28140769114411,4.319499516602247,31.910256412533325,43.652894231153226,89.46102683496096,62.20703786177325,Healthy
23.597390257266877,7.034298556925194,62.503362723747436,95.0003724424873,63.819529732448444,40.71234198345117,Warning
26.113875507308894,6.911845789745493,78.78431088232104,67.75609575687024,49.37901824253165,24.22613490917776,Critical
26.73931655089634,3.233703312702789,31.67445405887611,70.43312338004863,84.27705684385553,78.08678811870804,Healthy
22.371603301759983,6.8024083190547415,57.52134909581484,66.90539382738758,61.628470308493235,29.70423984044273,Critical
26.860358815211505,1.2590534430084483,27.87634612938311,27.90929250634931,80.27624951374796,44.222010261757376,Healthy
23.36419298949833,5.1738891493743715,51.74646654715465,47.65004776920521,56.23863651890594,62.59767263071179,Warning
22.520412743882236,2.6100618610139215,45.15561163474185,77.58458185269865,44.87377808840036,65.15332702237981,Critical
29.591084298026665,1.8439682004409517,78.18034642604991,19.123560779784324,99.5549077292658,68.04665575897089,Critical
29.725056264596475,1.538672411404464,54.55427272527032,35.0067498480741,49.372090475835954,33.30042642797605,Critical
28.46717878493169,5.8740214311469785,37.717914185643224,34.868719761926826,99.30525963780886,50.3789923857319,Healthy
24.436910153386965,3.379124746376463,22.41622601771567,48.88170348350554,98.63679595398683,69.37553816935734,Healthy
22.781376912051073,6.07336740070133,24.831043867770745,98.23318668479665,87.62908623448237,97.58550917070278,Critical
27.473864212097254,1.4574943855925966,29.64560044683028,16.075229201543976,79.56537772491986,78.2104910159751,Healthy
25.521219949916812,3.2070323648142725,31.312832987119368,56.68308949425355,74.66842301506509,93.80830056751662,Healthy
22.976305878758232,4.7764390466273605,70.29004375967396,26.14282138109894,91.96609272267008,80.97696466513416,Critical
25.96141528089016,6.535062153872745,51.47948123836412,97.36088908687697,57.36637129716927,67.33735751139204,Warning
22.275108168921747,3.231267520524489,49.020409239333816,20.19731542547178,68.06087274909262,35.36186953090756,Critical
29.274563216630256,5.381239635059064,22.459976671499135,46.32409021254321,77.16339816199012,73.33485215140104,Healthy
24.070239852800135,7.20184423765331,70.90908006771328,76.40964863511455,64.67142855216946,69.87036527679257,Critical
27.300178274831858,5.311042317276132,61.98292970855144,73.40989852247007,65.64918724541607,68.19753363658131,Warning
24.49368860871529,2.6307163232754363,19.398443523500102,48.0455773204539,59.817080050125064,59.18286943905926,Healthy
26.160544169422487,1.170805470895766,61.00928131993496,41.187175115744644,73.85390900107217,62.29252831914205,Warning
26.373682234746237,7.090692117306509,50.32998412727199,45.78511406975835,91.03447168090696,46.755402169448324,Warning
23.478835644204217,1.1488858759527099,20.312147473540588,33.78486368427753,52.09170268037877,61.545015411384256,Healthy
29.75667702211647,7.122911708789395,44.78954169936267,28.479964483611983,96.06598232520649,35.80447245427826,Healthy
28.201062586888916,4.702559938190484,46.505258663453056,53.473572780300096,81.34525922489378,84.41395178883015,Healthy
29.515991532513514,7.573473889590273,25.775345110612925,34.16803804608466,89.39639276080182,34.862156375896625,Healthy
29.15861880342119,6.591482650415657,76.47037955501835,35.87154984075251,73.3714415578007,26.79730319115731,Critical
26.78319983048868,7.985538773733362,70.24839914624303,69.10804571271014,86.77100208544381,54.89968210857259,Critical
29.374993880184935,3.454982708161971,58.48645192639204,97.16835985299029,40.97202384036803,72.66459516048495,Critical
22.707940016415357,6.370318022517888,45.04921146503947,64.32734805034376,89.10282548677212,55.01734599468331,Critical
23.567862899353162,3.813516395264695,41.76476020299305,16.928152035846963,42.40833154512199,42.140330556104686,Critical
22.361818311284303,4.359129342127362,57.31327536481202,16.80252524686603,93.39480258177176,64.65369471123526,Critical
24.602642646106116,5.392538242528591,50.453071511448854,95.62808987610094,99.5177648343186,47.760186832976,Warning
25.109418317515857,7.115739799304372,19.047751882322565,36.756171127660025,57.64404773060667,94.62941521013065,Healthy
24.170792254191166,7.8885842843950655,48.31267217007156,18.28602874742279,52.61911337714762,93.81161116828576,Healthy
28.629900073215435,6.377913897051627,67.41623512013457,63.91401284353434,85.92180183148244,60.18974559776764,Critical
24.854026613548715,3.924367475171336,44.85059204380227,66.12839004612395,55.18158045521519,46.230719521460685,Healthy
24.247476077499044,3.9494990159394914,18.377177541027446,68.36543381068194,91.9337429903322,78.97059311653112,Healthy
26.34156866526599,6.1630761111222405,66.10808295996215,34.066182507178716,46.170555529448606,22.93703547864533,Critical
23.1273937997981,2.6714400203781166,28.088645838838335,11.359961579302754,47.557311782761495,57.9815204834921,Critical
28.417575846032317,1.7733187919197626,31.81035426772252,96.85138325090247,98.74909330603694,46.90587154162668,Warning
22.596405149438166,3.482355103485436,25.705912973099235,32.58037411219922,80.43033389620028,93.64287080820438,Critical
29.89509549280414,3.010672941578572,36.46397921664734,70.84236592472928,90.81323346573717,20.960242181814603,Healthy
28.177958154373258,3.074156843191931,64.18884786976128,73.59668828908386,59.45976264109108,64.22519005746793,Warning
23.589725452273377,2.6352542573493696,48.760080867755924,64.90066753715371,80.58902497123627,79.25308648533007,Healthy
22.04417693698882,1.2946523274545332,28.317282819796315,38.16166547922834,75.65450963851583,58.8014390019233,Critical
28.523691427638674,1.1251175431338967,72.05895507988265,34.398662838765915,76.18900720737682,26.83224241301773,Critical
27.65485875078094,7.914056728152221,72.1728205718494,63.79014544324328,80.9519475722633,97.79691120223218,Critical
27.8320573443279,3.994411936151036,71.58759762799045,87.94860702505224,74.52155038774592,61.44083451008783,Critical
28.170162773487565,3.690286530117772,30.521753739800054,95.2060356031056,65.74374215815996,69.13489954552091,Warning
22.592357213872724,5.757530978851489,44.33055737176423,19.531522396338186,56.55536166283281,38.928782616600586,Critical
24.86772582835418,2.5277772150554494,79.02432764915687,23.934575133794787,86.11487985479212,58.679846808544305,Critical
22.926952476201038,7.649728287651577,65.18081096014937,95.02626329047717,53.57634580019117,54.33195935666575,Critical
28.90482740700475,6.504415100908864,16.765882379661388,76.28817055013133,81.54125836926485,25.9916673601587,Healthy
26.986385014620463,1.6258770161858167,19.238298431931984,89.46944423467957,53.999969358959596,28.49282828379738,Warning
24.647184198821193,3.9230654304944985,45.15553949280163,28.236937072180883,77.51981019726723,86.99780156950196,Healthy
22.50846680228819,7.153828152935153,74.09931338100141,62.882728399846165,84.82469602774174,39.18559617652722,Critical
24.487858573725298,7.613124156039872,50.01561686692642,73.10256349757263,53.122833334392354,35.59666171989044,Warning
24.601466576213976,4.271810578749088,47.35781302222887,71.21006969022754,43.5965980516785,60.39291610001114,Critical
27.83684942670451,5.293879724474954,21.855790497180987,46.73365217800283,47.858424579650446,81.49977050900104,Critical
27.100459770841706,2.1692376226445265,57.69070680707911,11.385540252217762,76.35981803626153,24.955721486319035,Warning
29.097701940610612,7.938180382958835,68.43670543901466,62.46334511238368,90.96678437354413,66.14463357106047,Critical
