Battery_Voltage,Battery_Current,Temperature,Solar_Power,Fuel_Level,CPU_Load,Signal_Strength,Health,Health_Score
18.573975076606335,4.3215052695127785,97.1962748273534,150.67998113538576,100.0,34.337709420383185,41.875100162578704,Critical,20
25.83408283859458,4.6945005369463475,29.699941555214,183.07550235720947,99.99699969996999,52.1524296521872,89.67945885561699,Healthy,100
26.77722624572083,4.402618938954857,22.38088092516705,199.45400577975948,99.99399939994,37.62175783237218,94.75895378009768,Healthy,100
27.82763582768963,5.110418046946119,31.477505330582428,225.2384118823642,99.99099909990998,41.086831176611675,97.6641557071311,Healthy,100
25.719015950331997,6.197178531461913,19.059503946540293,255.84568143124073,99.98799879987999,48.60868727965261,93.43423472067309,Healthy,100
25.719035651660985,4.2289578428587955,24.07489404543803,244.29475801801175,99.98499849984998,39.29243911781271,95.05771875585232,Healthy,100
27.89505537860887,6.000820497768414,16.005473122613154,178.723632054338,99.98199819981998,18.185825700041693,88.91297883846792,Healthy,100
26.92092167498349,4.218327927653112,37.351759101776885,206.99007082420218,99.97899789978997,52.48705005464257,90.62702403069568,Healthy,100
25.436630736878058,4.152372787503116,26.61070303632823,222.67314560458982,99.97599759975998,55.059145958980615,97.4286603679982,Healthy,100
26.651072052303157,5.818594618343213,41.00130420889787,210.82275064437252,99.97299729972997,18.02660690079468,92.63355730129115,Healthy,100
25.443898768625047,5.921936378007617,32.81769955911697,210.5746670946097,99.96999699969997,27.480505532061542,88.78985062118592,Healthy,100
25.441124295715692,5.851409936762654,30.688589280106147,159.7039836371005,99.96699669966996,64.28655540982612,90.16275277393687,Healthy,100
26.29035472587924,3.684202591781859,24.482633834314004,179.65430471011257,99.96399639963997,42.78441614204694,95.18575645152275,Healthy,100
23.704063706410643,4.534049021927949,21.721899785875483,205.89710528012543,99.96099609960996,40.04261527924438,95.63113505162075,Healthy,100
23.930098600984362,5.8229885920033215,31.137829443381673,111.73710137691931,99.95799579957996,34.883399115405155,85.78934429190113,Healthy,90
18.967144014571353,5.0415418405638945,92.30078520927816,242.4225512003449,99.95499549954995,27.631568189720387,52.25813252836519,Critical,20
24.784602655598693,3.9263071538025356,19.964378107088194,171.95623151011256,99.95199519951996,37.666988292323396,89.96078578723345,Healthy,100
26.37709679911433,5.4583179391254415,18.89884950095009,244.03933466427983,99.94899489948995,51.693072869988534,89.67232075948147,Healthy,100
24.910371109374548,4.2851927410085295,22.247777625138497,240.96206015648184,99.94599459945995,39.81186448742801,96.65153975215358,Healthy,100
24.30523555839765,6.794524848392212,38.92580335159738,200.97074349106654,99.94299429942994,47.323409030716576,88.81230930053037,Healthy,100
27.758778522705864,6.544841462418258,41.279667508067824,255.01919139955382,99.93999399939995,61.18848578207876,87.12211448362439,Healthy,100
25.729068439416157,5.604097426355567,29.22993488385346,246.01190707237265,99.93699369936994,33.03426183464568,85.92504347815743,Healthy,100
26.08103384562551,6.361006704769774,28.89365677744773,209.1863485207876,99.93399339933994,43.6344988079013,89.12726534397177,Healthy,100
24.29030217654385,5.064791350123381,25.982077769022872,205.23841346829056,99.93099309930993,52.05272273122813,86.32376865610922,Healthy,100
25.34674073056978,5.765437494375016,22.393087910142988,258.4031474982525,99.92799279927993,28.80515639840084,85.67609118730473,Healthy,100
26.13310710765184,6.477720295302075,36.25107434564347,228.12048437926825,99.92499249924992,42.13663393678966,85.55014937166453,Healthy,100
24.618807707093236,5.245498681794313,39.24145836338282,256.564400892885,99.92199219921993,62.46789429551633,85.847286479466,Healthy,100
